,pitch_name
2789,Split-Finger
2790,Cutter
2791,Curveball
2792,4-Seam Fastball
2793,4-Seam Fastball
2794,Curveball
2795,Curveball
2796,Cutter
2797,Split-Finger
2798,Cutter
2799,Split-Finger
2800,Cutter
2801,Split-Finger
2802,4-Seam Fastball
2803,Slider
2804,Slider
2805,Curveball
2806,Slider
2807,4-Seam Fastball
2808,Curveball
2809,Slider
2810,4-Seam Fastball
2811,Split-Finger
2812,Split-Finger
2813,Cutter
2814,Slider
2815,Cutter
2816,4-Seam Fastball
2817,Curveball
2818,Cutter
2819,4-Seam Fastball
2820,Cutter
2821,Split-Finger
2822,4-Seam Fastball
2823,Split-Finger
2824,Cutter
2825,4-Seam Fastball
2826,Slider
2827,4-Seam Fastball
2828,Split-Finger
2829,Split-Finger
2830,4-Seam Fastball
2831,4-Seam Fastball
2832,Split-Finger
2833,4-Seam Fastball
2834,Curveball
2835,Curveball
2836,Split-Finger
2837,Cutter
2838,Split-Finger
2839,4-Seam Fastball
2840,Curveball
2841,Split-Finger
2842,4-Seam Fastball
2843,4-Seam Fastball
2844,Split-Finger
2845,4-Seam Fastball
2846,4-Seam Fastball
2847,Cutter
2848,Split-Finger
2849,4-Seam Fastball
2850,Cutter
2851,Split-Finger
2852,Split-Finger
2853,Split-Finger
2854,Cutter
2855,4-Seam Fastball
2856,Cutter
2857,Split-Finger
2858,4-Seam Fastball
2859,Curveball
2860,Split-Finger
2861,Curveball
2862,Curveball
2863,Split-Finger
2864,Cutter
2865,4-Seam Fastball
2866,Curveball
2867,Cutter
2868,Curveball
2869,4-Seam Fastball
2870,Split-Finger
2871,4-Seam Fastball
2872,4-Seam Fastball
2873,Split-Finger
2874,Split-Finger
2875,Split-Finger
2876,Split-Finger
2877,Split-Finger
2878,4-Seam Fastball
2879,Split-Finger
2880,Curveball
2881,4-Seam Fastball
2882,Split-Finger
2883,Split-Finger
2884,4-Seam Fastball
2885,Split-Finger
2886,Curveball
2887,4-Seam Fastball
2888,Split-Finger
2889,Cutter
2890,Split-Finger
2891,4-Seam Fastball
2892,Split-Finger
2893,4-Seam Fastball
2894,Curveball
2895,Cutter
2896,Curveball
2897,4-Seam Fastball
2898,Split-Finger
2899,Curveball
2900,Cutter
2901,Split-Finger
2902,Curveball
2903,Split-Finger
2904,Cutter
2905,Curveball
2906,4-Seam Fastball
2907,Curveball
2908,4-Seam Fastball
2909,Cutter
2910,Curveball
2911,4-Seam Fastball
2912,4-Seam Fastball
2913,Split-Finger
2914,Cutter
2915,Split-Finger
2916,Cutter
2917,Curveball
2918,4-Seam Fastball
2919,Split-Finger
2920,Split-Finger
2921,Curveball
2922,Split-Finger
2923,Split-Finger
2924,4-Seam Fastball
2925,Curveball
2926,Split-Finger
2927,Cutter
2928,Curveball
2929,4-Seam Fastball
2930,4-Seam Fastball
2931,4-Seam Fastball
2932,4-Seam Fastball
2933,4-Seam Fastball
2934,Split-Finger
2935,Curveball
2936,Cutter
2937,4-Seam Fastball
2938,Curveball
2939,4-Seam Fastball
2940,4-Seam Fastball
2941,Cutter
2942,Split-Finger
2943,Split-Finger
2944,4-Seam Fastball
2945,Curveball
2946,4-Seam Fastball
2947,Split-Finger
2948,Cutter
2949,Curveball
2950,Cutter
2951,4-Seam Fastball
2952,Split-Finger
2953,Split-Finger
2954,4-Seam Fastball
2955,Split-Finger
2956,Cutter
2957,4-Seam Fastball
2958,4-Seam Fastball
2959,Cutter
2960,Curveball
2961,Cutter
2962,Curveball
2963,Split-Finger
2964,4-Seam Fastball
2965,4-Seam Fastball
2966,Split-Finger
2967,4-Seam Fastball
2968,Split-Finger
2969,Cutter
2970,4-Seam Fastball
2971,Split-Finger
2972,Cutter
2973,4-Seam Fastball
2974,4-Seam Fastball
2975,Curveball
2976,Curveball
2977,Cutter
2978,4-Seam Fastball
2979,Split-Finger
2980,Curveball
2981,4-Seam Fastball
2982,Cutter
2983,4-Seam Fastball
2984,Cutter
2985,Cutter
2986,4-Seam Fastball
2987,Split-Finger
2988,4-Seam Fastball
2989,4-Seam Fastball
2990,Slider
2991,4-Seam Fastball
2992,4-Seam Fastball
2993,Split-Finger
2994,Cutter
2995,Curveball
2996,4-Seam Fastball
2997,Slider
2998,Cutter
2999,Split-Finger
3000,4-Seam Fastball
3001,4-Seam Fastball
3002,Cutter
3003,Curveball
3004,Split-Finger
3005,Cutter
3006,Cutter
3007,Curveball
3008,Split-Finger
3009,4-Seam Fastball
3010,Cutter
3011,4-Seam Fastball
3012,Split-Finger
3013,Curveball
3014,4-Seam Fastball
3015,Curveball
3016,Curveball
3017,Cutter
3018,Split-Finger
3019,Split-Finger
3020,Cutter
3021,Cutter
3022,Split-Finger
3023,Cutter
3024,Cutter
3025,4-Seam Fastball
3026,4-Seam Fastball
3027,4-Seam Fastball
3028,4-Seam Fastball
3029,Slider
3030,Split-Finger
3031,Split-Finger
3032,Curveball
3033,Cutter
3034,Split-Finger
3035,4-Seam Fastball
3036,Cutter
3037,Split-Finger
3038,Slider
3039,Cutter
3040,Cutter
3041,Curveball
3042,Split-Finger
3043,Cutter
3044,Curveball
3045,Curveball
3046,4-Seam Fastball
3047,4-Seam Fastball
3048,4-Seam Fastball
3049,Split-Finger
3050,4-Seam Fastball
3051,4-Seam Fastball
3052,Slider
3053,Split-Finger
3054,Cutter
3055,Split-Finger
3056,Split-Finger
3057,Cutter
3058,Split-Finger
3059,Curveball
3060,4-Seam Fastball
3061,4-Seam Fastball
3062,Cutter
3063,Curveball
3064,Curveball
3065,Split-Finger
3066,4-Seam Fastball
3067,Split-Finger
3068,Split-Finger
3069,Curveball
3070,4-Seam Fastball
3071,Split-Finger
3072,Split-Finger
3073,Slider
3074,4-Seam Fastball
3075,4-Seam Fastball
3076,Curveball
3077,Split-Finger
3078,Curveball
3079,Cutter
3080,Split-Finger
3081,4-Seam Fastball
3082,4-Seam Fastball
3083,Slider
3084,4-Seam Fastball
3085,Cutter
3086,Split-Finger
3087,4-Seam Fastball
3088,4-Seam Fastball
3089,Curveball
3090,Curveball
3091,Curveball
3092,4-Seam Fastball
3093,4-Seam Fastball
3094,Slider
3095,Split-Finger
3096,Curveball
3097,4-Seam Fastball
3098,Split-Finger
3099,Split-Finger
3100,Split-Finger
3101,Curveball
3102,4-Seam Fastball
3103,Curveball
3104,4-Seam Fastball
3105,Slider
3106,4-Seam Fastball
3107,Split-Finger
3108,4-Seam Fastball
3109,Curveball
3110,4-Seam Fastball
3111,Split-Finger
3112,Split-Finger
3113,Curveball
3114,4-Seam Fastball
3115,Split-Finger
3116,Curveball
3117,Split-Finger
3118,Curveball
3119,Split-Finger
3120,Split-Finger
3121,Cutter
3122,4-Seam Fastball
3123,4-Seam Fastball
3124,4-Seam Fastball
3125,Slider
3126,Slider
3127,4-Seam Fastball
3128,Slider
3129,Split-Finger
3130,Split-Finger
3131,Slider
3132,Curveball
3133,Slider
3134,Cutter
3135,Slider
3136,Cutter
3137,Slider
3138,4-Seam Fastball
3139,Curveball
3140,4-Seam Fastball
3141,Split-Finger
3142,Curveball
3143,Split-Finger
3144,Curveball
3145,Split-Finger
3146,Split-Finger
3147,Slider
3148,4-Seam Fastball
3149,Cutter
3150,Slider
3151,Cutter
3152,Split-Finger
3153,4-Seam Fastball
3154,4-Seam Fastball
3155,Curveball
3156,Split-Finger
3157,4-Seam Fastball
3158,Curveball
3159,Slider
3160,Split-Finger
3161,Split-Finger
3162,4-Seam Fastball
3163,4-Seam Fastball
3164,Curveball
3165,Slider
3166,4-Seam Fastball
3167,Slider
3168,4-Seam Fastball
3169,4-Seam Fastball
3170,Curveball
3171,Curveball
3172,4-Seam Fastball
3173,Slider
3174,4-Seam Fastball
3175,Slider
3176,Cutter
3177,4-Seam Fastball
3178,Split-Finger
3179,4-Seam Fastball
3180,4-Seam Fastball
3181,Cutter
3182,Curveball
3183,Curveball
3184,4-Seam Fastball
3185,4-Seam Fastball
3186,4-Seam Fastball
3187,Split-Finger
3188,4-Seam Fastball
3189,Split-Finger
3190,Split-Finger
3191,4-Seam Fastball
3192,Slider
3193,4-Seam Fastball
3194,Split-Finger
3195,4-Seam Fastball
3196,Curveball
3197,Curveball
3198,Split-Finger
3199,Curveball
3200,4-Seam Fastball
3201,Split-Finger
3202,4-Seam Fastball
3203,4-Seam Fastball
3204,4-Seam Fastball
3205,Curveball
3206,4-Seam Fastball
3207,4-Seam Fastball
3208,Split-Finger
3209,Curveball
3210,Cutter
3211,Split-Finger
3212,4-Seam Fastball
3213,Split-Finger
3214,4-Seam Fastball
3215,Curveball
3216,Slider
3217,Curveball
3218,Slider
3219,4-Seam Fastball
3220,Split-Finger
3221,Curveball
3222,Split-Finger
3223,Cutter
3224,4-Seam Fastball
3225,4-Seam Fastball
3226,Split-Finger
3227,Cutter
3228,4-Seam Fastball
3229,Split-Finger
3230,4-Seam Fastball
3231,4-Seam Fastball
3232,4-Seam Fastball
3233,Curveball
3234,Curveball
3235,4-Seam Fastball
3236,Slider
3237,Slider
3238,Slider
3239,Slider
3240,Curveball
3241,4-Seam Fastball
3242,4-Seam Fastball
3243,Split-Finger
3244,Cutter
3245,4-Seam Fastball
3246,4-Seam Fastball
3247,Curveball
3248,4-Seam Fastball
3249,Curveball
3250,4-Seam Fastball
3251,Curveball
3252,4-Seam Fastball
3253,Split-Finger
3254,Curveball
3255,Split-Finger
3256,Curveball
3257,4-Seam Fastball
3258,Split-Finger
3259,4-Seam Fastball
3260,4-Seam Fastball
3261,Slider
3262,4-Seam Fastball
3263,Split-Finger
3264,Split-Finger
3265,Curveball
3266,4-Seam Fastball
3267,Split-Finger
3268,4-Seam Fastball
3269,Curveball
3270,Cutter
3271,Split-Finger
3272,Split-Finger
3273,4-Seam Fastball
3274,Curveball
3275,4-Seam Fastball
3276,Split-Finger
3277,4-Seam Fastball
3278,4-Seam Fastball
3279,Split-Finger
3280,4-Seam Fastball
3281,Slider
3282,4-Seam Fastball
3283,4-Seam Fastball
3284,4-Seam Fastball
3285,4-Seam Fastball
3286,Split-Finger
3287,4-Seam Fastball
3288,4-Seam Fastball
3289,4-Seam Fastball
3290,Curveball
3291,Split-Finger
3292,Split-Finger
3293,4-Seam Fastball
3294,Slider
3295,4-Seam Fastball
3296,4-Seam Fastball
3297,Split-Finger
3298,Slider
3299,Curveball
3300,4-Seam Fastball
3301,Cutter
3302,4-Seam Fastball
3303,4-Seam Fastball
3304,Curveball
3305,4-Seam Fastball
3306,Split-Finger
3307,Slider
3308,4-Seam Fastball
3309,Slider
3310,Split-Finger
3311,Slider
3312,Curveball
3313,Split-Finger
3314,Curveball
3315,4-Seam Fastball
3316,Split-Finger
3317,4-Seam Fastball
3318,Curveball
3319,Split-Finger
3320,Cutter
3321,Split-Finger
3322,Cutter
3323,Slider
3324,Curveball
3325,Split-Finger
3326,4-Seam Fastball
3327,4-Seam Fastball
3328,Split-Finger
3329,Curveball
3330,4-Seam Fastball
3331,Slider
3332,Slider
3333,Split-Finger
3334,Slider
3335,Split-Finger
3336,4-Seam Fastball
3337,4-Seam Fastball
3338,Curveball
3339,Split-Finger
3340,Slider
3341,4-Seam Fastball
3342,Split-Finger
3343,Curveball
3344,4-Seam Fastball
3345,Split-Finger
3346,4-Seam Fastball
3347,4-Seam Fastball
3348,Slider
3349,Curveball
3350,Split-Finger
3351,4-Seam Fastball
3352,Curveball
3353,4-Seam Fastball
3354,Curveball
3355,4-Seam Fastball
3356,4-Seam Fastball
3357,4-Seam Fastball
3358,Split-Finger
3359,Slider
3360,4-Seam Fastball
3361,4-Seam Fastball
3362,4-Seam Fastball
3363,Curveball
3364,Slider
3365,4-Seam Fastball
3366,Cutter
3367,Split-Finger
3368,Curveball
3369,4-Seam Fastball
3370,Split-Finger
3371,Curveball
3372,Curveball
3373,4-Seam Fastball
3374,4-Seam Fastball
3375,Slider
3376,Slider
3377,4-Seam Fastball
3378,Curveball
3379,4-Seam Fastball
3380,Split-Finger
3381,Slider
3382,4-Seam Fastball
3383,4-Seam Fastball
3384,Slider
3385,Slider
3386,4-Seam Fastball
3387,Split-Finger
3388,Split-Finger
3389,4-Seam Fastball
3390,Split-Finger
3391,Cutter
3392,4-Seam Fastball
3393,Split-Finger
3394,Split-Finger
3395,4-Seam Fastball
3396,Curveball
3397,Split-Finger
3398,Slider
3399,4-Seam Fastball
3400,Curveball
3401,Cutter
3402,Split-Finger
3403,4-Seam Fastball
3404,4-Seam Fastball
3405,Curveball
3406,4-Seam Fastball
3407,Cutter
3408,Curveball
3409,Split-Finger
3410,Split-Finger
3411,Split-Finger
3412,4-Seam Fastball
3413,4-Seam Fastball
3414,4-Seam Fastball
3415,4-Seam Fastball
3416,Slider
3417,Curveball
3418,Split-Finger
3419,Slider
3420,4-Seam Fastball
3421,Split-Finger
3422,4-Seam Fastball
3423,4-Seam Fastball
3424,4-Seam Fastball
3425,Slider
3426,4-Seam Fastball
3427,Curveball
3428,4-Seam Fastball
3429,Split-Finger
3430,4-Seam Fastball
3431,Split-Finger
3432,Cutter
3433,Curveball
3434,Curveball
3435,Split-Finger
3436,Split-Finger
3437,Slider
3438,4-Seam Fastball
3439,4-Seam Fastball
3440,Split-Finger
3441,4-Seam Fastball
3442,Split-Finger
3443,4-Seam Fastball
3444,Curveball
3445,Split-Finger
3446,4-Seam Fastball
3447,Split-Finger
3448,4-Seam Fastball
3449,Split-Finger
3450,4-Seam Fastball
3451,Slider
3452,Curveball
3453,Split-Finger
3454,Curveball
3455,Split-Finger
3456,4-Seam Fastball
3457,Slider
3458,Split-Finger
3459,4-Seam Fastball
3460,4-Seam Fastball
3461,4-Seam Fastball
3462,4-Seam Fastball
3463,Curveball
3464,Split-Finger
3465,Split-Finger
3466,4-Seam Fastball
3467,Curveball
3468,Split-Finger
3469,Slider
3470,4-Seam Fastball
3471,4-Seam Fastball
3472,4-Seam Fastball
3473,Split-Finger
3474,Curveball
3475,Curveball
3476,Split-Finger
3477,4-Seam Fastball
3478,4-Seam Fastball
3479,4-Seam Fastball
3480,Cutter
3481,Curveball
3482,4-Seam Fastball
3483,4-Seam Fastball
3484,Split-Finger
3485,4-Seam Fastball
3486,4-Seam Fastball
3487,Slider
3488,Split-Finger
3489,4-Seam Fastball
3490,4-Seam Fastball
3491,4-Seam Fastball
3492,Slider
3493,4-Seam Fastball
3494,Split-Finger
3495,Curveball
3496,Curveball
3497,Cutter
3498,4-Seam Fastball
3499,Curveball
3500,Cutter
3501,4-Seam Fastball
3502,Slider
3503,Cutter
3504,4-Seam Fastball
3505,4-Seam Fastball
3506,Slider
3507,Slider
3508,4-Seam Fastball
3509,4-Seam Fastball
3510,Split-Finger
3511,4-Seam Fastball
3512,4-Seam Fastball
3513,Curveball
3514,4-Seam Fastball
3515,4-Seam Fastball
3516,4-Seam Fastball
3517,4-Seam Fastball
3518,Curveball
3519,Split-Finger
3520,Cutter
3521,4-Seam Fastball
3522,4-Seam Fastball
3523,Slider
3524,4-Seam Fastball
3525,Slider
3526,4-Seam Fastball
3527,Slider
3528,Split-Finger
3529,4-Seam Fastball
3530,Curveball
3531,4-Seam Fastball
3532,4-Seam Fastball
3533,Split-Finger
3534,Curveball
3535,Split-Finger
3536,4-Seam Fastball
3537,Split-Finger
3538,Cutter
3539,4-Seam Fastball
3540,Split-Finger
3541,Split-Finger
3542,4-Seam Fastball
3543,Cutter
3544,Split-Finger
3545,Slider
3546,4-Seam Fastball
3547,4-Seam Fastball
3548,4-Seam Fastball
3549,Split-Finger
3550,Curveball
3551,Split-Finger
3552,Slider
3553,4-Seam Fastball
3554,4-Seam Fastball
3555,Curveball
3556,Cutter
3557,Cutter
3558,4-Seam Fastball
3559,4-Seam Fastball
3560,Split-Finger
3561,4-Seam Fastball
3562,4-Seam Fastball
3563,4-Seam Fastball
3564,Curveball
3565,Split-Finger
3566,4-Seam Fastball
3567,Slider
3568,Cutter
3569,4-Seam Fastball
3570,Curveball
3571,Cutter
3572,Split-Finger
3573,4-Seam Fastball
3574,Cutter
3575,4-Seam Fastball
3576,4-Seam Fastball
3577,4-Seam Fastball
3578,Split-Finger
3579,Curveball
3580,Split-Finger
3581,Curveball
3582,Split-Finger
3583,Curveball
3584,Split-Finger
3585,4-Seam Fastball
3586,Split-Finger
3587,4-Seam Fastball
3588,4-Seam Fastball
3589,Cutter
3590,4-Seam Fastball
3591,Split-Finger
3592,Slider
3593,Slider
3594,4-Seam Fastball
3595,Split-Finger
3596,Cutter
3597,Cutter
3598,4-Seam Fastball
3599,4-Seam Fastball
3600,Split-Finger
3601,Cutter
3602,4-Seam Fastball
3603,Split-Finger
3604,Slider
3605,Cutter
3606,4-Seam Fastball
3607,Split-Finger
3608,Split-Finger
3609,Curveball
3610,4-Seam Fastball
3611,Curveball
3612,Curveball
3613,Split-Finger
3614,4-Seam Fastball
3615,Split-Finger
3616,Cutter
3617,Curveball
3618,4-Seam Fastball
3619,Split-Finger
3620,Curveball
3621,4-Seam Fastball
3622,4-Seam Fastball
3623,Split-Finger
3624,Split-Finger
3625,Curveball
3626,Split-Finger
3627,Cutter
3628,Curveball
3629,Curveball
3630,Split-Finger
3631,Split-Finger
3632,4-Seam Fastball
3633,Slider
3634,Slider
3635,4-Seam Fastball
3636,Curveball
3637,Split-Finger
3638,Split-Finger
3639,4-Seam Fastball
3640,Split-Finger
3641,Curveball
3642,Split-Finger
3643,4-Seam Fastball
3644,Curveball
3645,Slider
3646,Slider
3647,4-Seam Fastball
3648,4-Seam Fastball
3649,Curveball
3650,Curveball
3651,4-Seam Fastball
3652,4-Seam Fastball
3653,Cutter
3654,Curveball
3655,Slider
3656,Split-Finger
3657,Split-Finger
3658,Curveball
3659,Curveball
3660,Cutter
3661,Split-Finger
3662,Split-Finger
3663,Slider
3664,4-Seam Fastball
3665,Split-Finger
3666,Slider
3667,4-Seam Fastball
3668,Slider
3669,Slider
3670,Cutter
3671,4-Seam Fastball
3672,4-Seam Fastball
3673,4-Seam Fastball
3674,Split-Finger
3675,Slider
3676,4-Seam Fastball
3677,4-Seam Fastball
3678,Slider
3679,4-Seam Fastball
3680,Curveball
3681,4-Seam Fastball
3682,Curveball
3683,Slider
3684,4-Seam Fastball
3685,4-Seam Fastball
3686,4-Seam Fastball
3687,4-Seam Fastball
3688,4-Seam Fastball
3689,4-Seam Fastball
3690,Curveball
3691,Slider
3692,4-Seam Fastball
3693,Slider
3694,Curveball
3695,4-Seam Fastball
3696,Split-Finger
3697,Curveball
3698,4-Seam Fastball
3699,Slider
3700,Split-Finger
3701,Split-Finger
3702,4-Seam Fastball
3703,4-Seam Fastball
3704,Slider
3705,4-Seam Fastball
3706,4-Seam Fastball
3707,Curveball
3708,4-Seam Fastball
3709,Slider
3710,Cutter
3711,Split-Finger
3712,Cutter
3713,4-Seam Fastball
3714,Curveball
3715,Curveball
3716,4-Seam Fastball
3717,4-Seam Fastball
3718,Split-Finger
3719,4-Seam Fastball
3720,Curveball
3721,Split-Finger
3722,Slider
3723,Slider
3724,Curveball
3725,Slider
3726,4-Seam Fastball
3727,Slider
3728,4-Seam Fastball
3729,Split-Finger
3730,Split-Finger
3731,4-Seam Fastball
3732,Slider
3733,4-Seam Fastball
3734,Cutter
3735,Curveball
3736,4-Seam Fastball
3737,Slider
3738,Cutter
3739,Split-Finger
3740,4-Seam Fastball
3741,Slider
3742,4-Seam Fastball
3743,Split-Finger
3744,4-Seam Fastball
3745,4-Seam Fastball
3746,Cutter
3747,Split-Finger
3748,Cutter
3749,4-Seam Fastball
3750,Curveball
3751,4-Seam Fastball
3752,4-Seam Fastball
3753,Slider
3754,4-Seam Fastball
3755,Slider
3756,Slider
3757,4-Seam Fastball
3758,4-Seam Fastball
3759,4-Seam Fastball
3760,Curveball
3761,Curveball
3762,4-Seam Fastball
3763,Slider
3764,Slider
3765,4-Seam Fastball
3766,4-Seam Fastball
3767,4-Seam Fastball
3768,4-Seam Fastball
3769,4-Seam Fastball
3770,4-Seam Fastball
3771,Slider
3772,Curveball
3773,4-Seam Fastball
3774,Slider
3775,4-Seam Fastball
3776,Split-Finger
3777,Split-Finger
3778,4-Seam Fastball
3779,Split-Finger
3780,4-Seam Fastball
3781,Curveball
3782,Split-Finger
3783,Slider
3784,4-Seam Fastball
3785,4-Seam Fastball
3786,4-Seam Fastball
3787,4-Seam Fastball
3788,4-Seam Fastball
3789,Cutter
3790,Curveball
3791,4-Seam Fastball
3792,Split-Finger
3793,4-Seam Fastball
3794,Split-Finger
3795,Cutter
3796,4-Seam Fastball
3797,4-Seam Fastball
3798,4-Seam Fastball
3799,Slider
3800,4-Seam Fastball
3801,Curveball
3802,4-Seam Fastball
3803,4-Seam Fastball
3804,4-Seam Fastball
3805,4-Seam Fastball
3806,4-Seam Fastball
3807,Cutter
3808,4-Seam Fastball
3809,4-Seam Fastball
3810,4-Seam Fastball
3811,Slider
3812,Slider
3813,4-Seam Fastball
3814,Split-Finger
3815,Slider
3816,4-Seam Fastball
3817,4-Seam Fastball
3818,Curveball
3819,4-Seam Fastball
3820,Curveball
3821,4-Seam Fastball
3822,4-Seam Fastball
3823,Curveball
3824,Curveball
3825,Split-Finger
3826,4-Seam Fastball
3827,Slider
3828,4-Seam Fastball
3829,Slider
3830,Split-Finger
3831,Slider
3832,Slider
3833,Curveball
3834,Curveball
3835,Split-Finger
3836,Cutter
3837,Slider
3838,Split-Finger
3839,4-Seam Fastball
3840,Slider
3841,4-Seam Fastball
3842,Split-Finger
3843,4-Seam Fastball
3844,Curveball
3845,4-Seam Fastball
3846,4-Seam Fastball
3847,4-Seam Fastball
3848,4-Seam Fastball
3849,Split-Finger
3850,Curveball
3851,4-Seam Fastball
3852,Slider
3853,Split-Finger
3854,4-Seam Fastball
3855,Slider
3856,Split-Finger
3857,Split-Finger
3858,4-Seam Fastball
3859,Curveball
3860,Curveball
3861,Curveball
3862,Cutter
3863,Split-Finger
3864,Cutter
3865,4-Seam Fastball
3866,Curveball
3867,Split-Finger
3868,Curveball
3869,4-Seam Fastball
3870,Curveball
3871,Curveball
3872,Cutter
3873,4-Seam Fastball
3874,4-Seam Fastball
3875,Slider
3876,4-Seam Fastball
3877,4-Seam Fastball
3878,Slider
3879,Split-Finger
3880,Slider
3881,Slider
3882,4-Seam Fastball
3883,4-Seam Fastball
3884,4-Seam Fastball
3885,Curveball
3886,4-Seam Fastball
3887,Curveball
3888,4-Seam Fastball
3889,Split-Finger
3890,4-Seam Fastball
3891,Slider
3892,Slider
3893,Split-Finger
3894,4-Seam Fastball
3895,Curveball
3896,Slider
3897,Slider
3898,Split-Finger
3899,4-Seam Fastball
3900,Curveball
3901,Curveball
3902,4-Seam Fastball
3903,Curveball
3904,4-Seam Fastball
3905,4-Seam Fastball
3906,Split-Finger
3907,4-Seam Fastball
3908,Cutter
3909,Split-Finger
3910,Slider
3911,Split-Finger
3912,4-Seam Fastball
3913,Slider
3914,Split-Finger
3915,4-Seam Fastball
3916,Split-Finger
3917,4-Seam Fastball
3918,Curveball
3919,4-Seam Fastball
3920,4-Seam Fastball
3921,Split-Finger
3922,Slider
3923,Slider
3924,4-Seam Fastball
3925,4-Seam Fastball
3926,4-Seam Fastball
3927,Curveball
3928,4-Seam Fastball
3929,4-Seam Fastball
3930,Split-Finger
3931,4-Seam Fastball
3932,Cutter
3933,Curveball
3934,4-Seam Fastball
3935,Slider
3936,Split-Finger
3937,4-Seam Fastball
3938,Slider
3939,Split-Finger
3940,4-Seam Fastball
3941,4-Seam Fastball
3942,Split-Finger
3943,Curveball
3944,Curveball
3945,Curveball
3946,Slider
3947,4-Seam Fastball
3948,4-Seam Fastball
3949,Split-Finger
3950,Split-Finger
3951,4-Seam Fastball
3952,4-Seam Fastball
3953,4-Seam Fastball
3954,Curveball
3955,Cutter
3956,Split-Finger
3957,4-Seam Fastball
3958,Slider
3959,Slider
3960,4-Seam Fastball
3961,4-Seam Fastball
3962,Split-Finger
3963,4-Seam Fastball
3964,Cutter
3965,Curveball
3966,Split-Finger
3967,Slider
3968,Slider
3969,4-Seam Fastball
3970,4-Seam Fastball
3971,Curveball
3972,Split-Finger
3973,4-Seam Fastball
3974,Curveball
3975,Split-Finger
3976,4-Seam Fastball
3977,Curveball
3978,4-Seam Fastball
3979,Split-Finger
3980,Curveball
3981,4-Seam Fastball
3982,Slider
3983,Slider
3984,Cutter
3985,Curveball
3986,Curveball
3987,4-Seam Fastball
3988,Cutter
3989,4-Seam Fastball
3990,Curveball
3991,4-Seam Fastball
3992,Split-Finger
3993,Curveball
3994,4-Seam Fastball
3995,Slider
3996,Curveball
3997,4-Seam Fastball
3998,4-Seam Fastball
3999,Curveball
4000,Split-Finger
4001,4-Seam Fastball
4002,4-Seam Fastball
4003,Cutter
4004,Curveball
4005,4-Seam Fastball
4006,Slider
4007,Split-Finger
4008,Curveball
4009,Curveball
4010,Split-Finger
4011,Slider
4012,4-Seam Fastball
4013,4-Seam Fastball
4014,Curveball
4015,Curveball
4016,Curveball
4017,Slider
4018,Slider
4019,4-Seam Fastball
4020,Slider
4021,4-Seam Fastball
4022,4-Seam Fastball
4023,4-Seam Fastball
4024,Split-Finger
4025,4-Seam Fastball
4026,Curveball
4027,Split-Finger
4028,Curveball
4029,4-Seam Fastball
4030,Curveball
4031,Curveball
4032,4-Seam Fastball
4033,Curveball
4034,4-Seam Fastball
4035,4-Seam Fastball
4036,Curveball
4037,Curveball
4038,Curveball
4039,4-Seam Fastball
4040,4-Seam Fastball
4041,4-Seam Fastball
4042,Slider
4043,Slider
4044,Curveball
4045,Slider
4046,Curveball
4047,4-Seam Fastball
4048,4-Seam Fastball
4049,4-Seam Fastball
4050,4-Seam Fastball
4051,4-Seam Fastball
4052,Slider
4053,4-Seam Fastball
4054,Curveball
4055,4-Seam Fastball
4056,Slider
4057,4-Seam Fastball
4058,Split-Finger
4059,Split-Finger
4060,4-Seam Fastball
4061,Curveball
4062,4-Seam Fastball
4063,Split-Finger
4064,4-Seam Fastball
4065,Slider
4066,Curveball
4067,4-Seam Fastball
4068,4-Seam Fastball
4069,Curveball
4070,Cutter
4071,4-Seam Fastball
4072,Split-Finger
4073,4-Seam Fastball
4074,Curveball
4075,Curveball
4076,4-Seam Fastball
4077,Slider
4078,Cutter
4079,4-Seam Fastball
4080,4-Seam Fastball
4081,Curveball
4082,4-Seam Fastball
4083,4-Seam Fastball
4084,4-Seam Fastball
4085,4-Seam Fastball
4086,Split-Finger
4087,Split-Finger
4088,Slider
4089,Cutter
4090,4-Seam Fastball
4091,4-Seam Fastball
4092,Curveball
4093,4-Seam Fastball
4094,Split-Finger
4095,Curveball
4096,Cutter
4097,Curveball
4098,Curveball
4099,Split-Finger
4100,Slider
4101,4-Seam Fastball
4102,Slider
4103,Split-Finger
4104,Split-Finger
4105,4-Seam Fastball
4106,4-Seam Fastball
4107,Curveball
4108,4-Seam Fastball
4109,4-Seam Fastball
4110,4-Seam Fastball
4111,4-Seam Fastball
4112,Slider
4113,Slider
4114,4-Seam Fastball
4115,Curveball
4116,4-Seam Fastball
4117,Split-Finger
4118,Curveball
4119,Curveball
4120,4-Seam Fastball
4121,Slider
4122,Slider
4123,Curveball
4124,4-Seam Fastball
4125,Slider
4126,Slider
4127,4-Seam Fastball
4128,Cutter
4129,4-Seam Fastball
4130,4-Seam Fastball
4131,4-Seam Fastball
4132,Curveball
4133,Curveball
4134,Curveball
4135,4-Seam Fastball
4136,4-Seam Fastball
4137,4-Seam Fastball
4138,4-Seam Fastball
4139,Split-Finger
4140,Slider
4141,Curveball
4142,Curveball
4143,Slider
4144,Cutter
4145,4-Seam Fastball
4146,4-Seam Fastball
4147,4-Seam Fastball
4148,4-Seam Fastball
4149,Curveball
4150,Split-Finger
4151,4-Seam Fastball
4152,Cutter
4153,Curveball
4154,Curveball
4155,4-Seam Fastball
4156,Split-Finger
